"","Sample.name","Sex","Biosample.ID","Population.code","Population.name","Superpopulation.code","Superpopulation.name","Population.elastic.ID","Data.collections"
"523","HG02690","male","SAME1839088","PJL","Punjabi","SAS","South Asian Ancestry","PJL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"594","HG02694","female","SAME1839065","PJL","Punjabi","SAS","South Asian Ancestry","PJL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"596","HG02699","male","SAME1839129","PJL","Punjabi","SAS","South Asian Ancestry","PJL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"598","HG02702","male","SAME1840149","GWD","Gambian Mandinka","AFR","African Ancestry","GWD","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)"
"525","HG02703","female","SAME1840142","GWD","Gambian Mandinka","AFR","African Ancestry","GWD","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)"
"527","HG02715","male","SAME1839987","GWD","Gambian Mandinka","AFR","African Ancestry","GWD","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)"
"600","HG02721","male","SAME1839749","GWD","Gambian Mandinka","AFR","African Ancestry","GWD","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)"
"529","HG02722","female","SAME1839747","GWD","Gambian Mandinka","AFR","African Ancestry","GWD","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)"
"531","HG02727","male","SAME1839727","PJL","Punjabi","SAS","South Asian Ancestry","PJL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"522","HG02733","male","SAME1839874","PJL","Punjabi","SAS","South Asian Ancestry","PJL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"543","HG02734","female","SAME1839869","PJL","Punjabi","SAS","South Asian Ancestry","PJL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"526","HG02757","female","SAME1839451","GWD","Gambian Mandinka","AFR","African Ancestry","GWD","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)"
"547","HG02760","female","SAME1839267","GWD","Gambian Mandinka","AFR","African Ancestry","GWD","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)"
"530","HG02769","female","SAME1839231","GWD","Gambian Mandinka","AFR","African Ancestry","GWD","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,Human Genome Structural Variation Consortium, Phase 3,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)"
"532","HG02771","male","SAME1839045","GWD","Gambian Mandinka","AFR","African Ancestry","GWD","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)"
"549","HG02772","female","SAME1839039","GWD","Gambian Mandinka","AFR","African Ancestry","GWD","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)"
"536","HG02783","male","SAME1839162","PJL","Punjabi,Punjabi","SAS","South Asia (SGDP),South Asian Ancestry","PunjabiSGDP,PJL","1000 Genomes on GRCh38,Simons Genome Diversity Project,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"495","HG02784","female","SAME1839157","PJL","Punjabi","SAS","South Asian Ancestry","PJL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"497","HG02789","male","SAME1840280","PJL","Punjabi","SAS","South Asian Ancestry","PJL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"552","HG02790","female","SAME1840345","PJL","Punjabi,Punjabi","SAS","South Asia (SGDP),South Asian Ancestry","PunjabiSGDP,PJL","1000 Genomes on GRCh38,Simons Genome Diversity Project,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"501","HG02804","male","SAME1840084","GWD","Gambian Mandinka","AFR","African Ancestry","GWD","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)"
"554","HG02808","female","SAME1840069","GWD","Gambian Mandinka","AFR","African Ancestry","GWD","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)"
"556","HG02810","male","SAME1839854","GWD","Gambian Mandinka","AFR","African Ancestry","GWD","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)"
"505","HG02811","female","SAME1839849","GWD","Gambian Mandinka","AFR","African Ancestry","GWD","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)"
"507","HG02816","male","SAME1839822","GWD","Gambian Mandinka","AFR","African Ancestry","GWD","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)"
"620","HG02839","male","SAME1839413","GWD","Gambian Mandinka","AFR","African Ancestry","GWD","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)"
"573","HG02854","male","SAME1839336","GWD","Gambian Mandinka","AFR","African Ancestry","GWD","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)"
"626","HG02860","male","SAME1839132","GWD","Gambian Mandinka","AFR","African Ancestry","GWD","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)"
"575","HG02861","female","SAME1839125","GWD","Gambian Mandinka","AFR","African Ancestry","GWD","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)"
"577","HG02878","male","SAME1840363","GWD","Gambian Mandinka","AFR","African Ancestry","GWD","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)"
"628","HG02884","male","SAME1840161","GWD","Gambian Mandinka","AFR","African Ancestry","GWD","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)"
"581","HG02885","female","SAME1840157","GWD","Gambian Mandinka","AFR","African Ancestry","GWD","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)"
"632","HG02891","female","SAME1839938","GWD","Gambian Mandinka","AFR","African Ancestry","GWD","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)"
"634","HG02896","female","SAME1839916","GWD","Gambian Mandinka","AFR","African Ancestry","GWD","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)"
"636","HG02923","male","SAME1839436","ESN","Esan","AFR","African Ancestry","ESN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"589","HG02943","female","SAME1839085","ESN","Esan,Esan","AFR","African Ancestry,Africa (SGDP)","ESN,EsanSGDP","1000 Genomes on GRCh38,Simons Genome Diversity Project,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"710","HG02947","male","SAME1839061","ESN","Esan","AFR","African Ancestry","ESN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"716","HG02973","male","SAME1840246","ESN","Esan","AFR","African Ancestry","ESN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"663","HG02974","female","SAME1840241","ESN","Esan","AFR","African Ancestry","ESN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"591","HG02979","female","SAME1840209","ESN","Esan","AFR","African Ancestry","ESN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"593","HG02981","male","SAME1840024","ESN","Esan","AFR","African Ancestry","ESN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"595","HG03009","male","SAME1840256","BEB","Bengali","SAS","South Asian Ancestry","BEB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,Human Genome Structural Variation Consortium, Phase 2,1000 Genomes phase 3 release"
"686","HG03015","male","SAME1839940","PJL","Punjabi","SAS","South Asian Ancestry","PJL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"597","HG03016","female","SAME1839952","PJL","Punjabi","SAS","South Asian Ancestry","PJL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"688","HG03022","female","SAME1839795","PJL","Punjabi","SAS","South Asian Ancestry","PJL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"652","HG03027","male","SAME1839725","GWD","Gambian Mandinka","AFR","African Ancestry","GWD","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"601","HG03028","female","SAME1839729","GWD","Gambian Mandinka","AFR","African Ancestry","GWD","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)"
"656","HG03039","male","SAME1839593","GWD","Gambian Mandinka","AFR","African Ancestry","GWD","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)"
"660","HG03046","female","SAME1839639","GWD","Gambian Mandinka","AFR","African Ancestry","GWD","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)"
"629","HG03054","male","SAME1839507","MSL","Mende","AFR","African Ancestry","MSL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"664","HG03058","female","SAME1839442","MSL","Mende","AFR","African Ancestry","MSL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"666","HG03060","male","SAME1839211","MSL","Mende","AFR","African Ancestry","MSL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"633","HG03061","female","SAME1839215","MSL","Mende","AFR","African Ancestry","MSL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"635","HG03066","male","SAME1839324","MSL","Mende","AFR","African Ancestry","MSL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"670","HG03072","male","SAME1839016","MSL","Mende","AFR","African Ancestry","MSL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"637","HG03073","female","SAME1839019","MSL","Mende","AFR","African Ancestry","MSL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"672","HG03077","male","SAME1839044","MSL","Mende","AFR","African Ancestry","MSL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"607","HG03078","male","SAME1839047","MSL","Mende,Mende","AFR","African Ancestry,Africa (SGDP)","MSL,MendeSGDP","1000 Genomes on GRCh38,Simons Genome Diversity Project,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"674","HG03084","male","SAME1840324","MSL","Mende","AFR","African Ancestry","MSL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"611","HG03085","female","SAME1840328","MSL","Mende,Mende","AFR","African Ancestry,Africa (SGDP)","MSL,MendeSGDP","1000 Genomes on GRCh38,Simons Genome Diversity Project,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"676","HG03091","female","SAME1840360","MSL","Mende","AFR","African Ancestry","MSL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"678","HG03096","male","SAME1840126","MSL","Mende","AFR","African Ancestry","MSL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"613","HG03097","female","SAME1840130","MSL","Mende","AFR","African Ancestry","MSL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"615","HG03100","male","SAME1840003","ESN","Esan,Esan","AFR","African Ancestry,Africa (SGDP)","ESN,EsanSGDP","1000 Genomes on GRCh38,Simons Genome Diversity Project,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"617","HG03105","female","SAME1840041","ESN","Esan","AFR","African Ancestry","ESN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"702","HG03109","male","SAME1839765","ESN","Esan","AFR","African Ancestry","ESN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"704","HG03111","female","SAME1839884","ESN","Esan","AFR","African Ancestry","ESN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"639","HG03112","male","SAME1839893","ESN","Esan","AFR","African Ancestry","ESN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"641","HG03117","female","SAME1839821","ESN","Esan","AFR","African Ancestry","ESN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"708","HG03123","female","SAME1839663","ESN","Esan","AFR","African Ancestry","ESN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"643","HG03124","male","SAME1839669","ESN","Esan","AFR","African Ancestry","ESN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"645","HG03129","female","SAME1839699","ESN","Esan","AFR","African Ancestry","ESN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"692","HG03130","male","SAME1839365","ESN","Esan","AFR","African Ancestry","ESN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"694","HG03135","female","SAME1839385","ESN","Esan","AFR","African Ancestry","ESN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"655","HG03136","male","SAME1839387","ESN","Esan","AFR","African Ancestry","ESN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"696","HG03159","female","SAME1839092","ESN","Esan","AFR","African Ancestry","ESN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"657","HG03162","female","SAME1839112","ESN","Esan","AFR","African Ancestry","ESN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"718","HG03166","male","SAME1839127","ESN","Esan","AFR","African Ancestry","ESN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"649","HG03193","male","SAME1839909","ESN","Esan","AFR","African Ancestry","ESN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"651","HG03198","female","SAME1839933","ESN","Esan","AFR","African Ancestry","ESN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"640","HG03212","female","SAME1839399","MSL","Mende","AFR","African Ancestry","MSL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"642","HG03224","male","SAME1839455","MSL","Mende","AFR","African Ancestry","MSL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"653","HG03225","male","SAME1839460","MSL","Mende","AFR","African Ancestry","MSL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"644","HG03229","female","SAME1839234","PJL","Punjabi","SAS","South Asian Ancestry","PJL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"619","HG03237","male","SAME1839282","PJL","Punjabi","SAS","South Asian Ancestry","PJL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"780","HG03267","female","SAME1840088","ESN","Esan","AFR","African Ancestry","ESN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"625","HG03268","male","SAME1840093","ESN","Esan","AFR","African Ancestry","ESN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"627","HG03270","female","SAME1840194","ESN","Esan","AFR","African Ancestry","ESN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"782","HG03279","female","SAME1839972","ESN","Esan","AFR","African Ancestry","ESN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"725","HG03294","female","SAME1839877","ESN","Esan","AFR","African Ancestry","ESN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"786","HG03298","male","SAME1839903","ESN","Esan","AFR","African Ancestry","ESN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"788","HG03301","male","SAME1839472","ESN","Esan","AFR","African Ancestry","ESN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"800","HG03313","male","SAME1839213","ESN","Esan","AFR","African Ancestry","ESN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"804","HG03351","female","SAME1840231","ESN","Esan","AFR","African Ancestry","ESN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"741","HG03352","male","SAME1840243","ESN","Esan","AFR","African Ancestry","ESN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"790","HG03363","female","SAME1839957","ESN","Esan","AFR","African Ancestry","ESN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"665","HG03369","female","SAME1840078","ESN","Esan","AFR","African Ancestry","ESN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"794","HG03370","male","SAME1839800","ESN","Esan","AFR","African Ancestry","ESN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"669","HG03376","male","SAME1839736","MSL","Mende","AFR","African Ancestry","MSL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"796","HG03382","male","SAME1839580","MSL","Mende","AFR","African Ancestry","MSL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"673","HG03388","male","SAME1839524","MSL","Mende","AFR","African Ancestry","MSL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"756","HG03394","male","SAME1839648","MSL","Mende","AFR","African Ancestry","MSL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"699","HG03410","female","SAME1839182","MSL","Mende","AFR","African Ancestry","MSL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"762","HG03419","female","SAME1839130","MSL","Mende","AFR","African Ancestry","MSL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"764","HG03433","male","SAME1840110","MSL","Mende","AFR","African Ancestry","MSL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"701","HG03439","male","SAME1840213","MSL","Mende","AFR","African Ancestry","MSL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"768","HG03445","male","SAME1839996","MSL","Mende","AFR","African Ancestry","MSL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"703","HG03446","female","SAME1839911","MSL","Mende","AFR","African Ancestry","MSL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"736","HG03452","female","SAME1840046","MSL","Mende","AFR","African Ancestry","MSL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,Human Genome Structural Variation Consortium, Phase 3,1000 Genomes phase 3 release"
"738","HG03457","male","SAME1839781","MSL","Mende","AFR","African Ancestry","MSL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"707","HG03458","female","SAME1839786","MSL","Mende","AFR","African Ancestry","MSL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"709","HG03460","male","SAME1839908","MSL","Mende","AFR","African Ancestry","MSL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"740","HG03464","female","SAME1839827","MSL","Mende","AFR","African Ancestry","MSL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"742","HG03469","male","SAME1839850","MSL","Mende","AFR","African Ancestry","MSL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"713","HG03472","male","SAME1839678","MSL","Mende","AFR","African Ancestry","MSL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"746","HG03476","female","SAME1839702","MSL","Mende","AFR","African Ancestry","MSL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"677","HG03484","male","SAME1839393","MSL","Mende","AFR","African Ancestry","MSL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"748","HG03488","female","SAME1839486","PJL","Punjabi","SAS","South Asian Ancestry","PJL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"750","HG03490","male","SAME1839259","PJL","Punjabi","SAS","South Asian Ancestry","PJL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"681","HG03491","female","SAME1839264","PJL","Punjabi","SAS","South Asian Ancestry","PJL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"683","HG03511","female","SAME1840131","ESN","Esan","AFR","African Ancestry","ESN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"726","HG03515","male","SAME1840154","ESN","Esan","AFR","African Ancestry","ESN","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"730","HG03539","female","SAME1840014","GWD","Gambian Mandinka","AFR","African Ancestry","GWD","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)"
"717","HG03547","male","SAME1839878","MSL","Mende","AFR","African Ancestry","MSL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"732","HG03558","female","SAME1839561","MSL","Mende","AFR","African Ancestry","MSL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"719","HG03559","male","SAME1839654","MSL","Mende","AFR","African Ancestry","MSL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"734","HG03565","male","SAME1839430","MSL","Mende","AFR","African Ancestry","MSL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"770","HG03572","female","SAME1839463","MSL","Mende","AFR","African Ancestry","MSL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"772","HG03577","male","SAME1839242","MSL","Mende","AFR","African Ancestry","MSL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"723","HG03578","female","SAME1839245","MSL","Mende","AFR","African Ancestry","MSL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"733","HG03585","male","SAME1839293","BEB","Bengali","SAS","South Asian Ancestry","BEB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"776","HG03589","female","SAME1839311","BEB","Bengali","SAS","South Asian Ancestry","BEB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"735","HG03600","male","SAME1840215","BEB","Bengali","SAS","South Asian Ancestry","BEB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"806","HG03604","female","SAME1840236","BEB","Bengali","SAS","South Asian Ancestry","BEB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"808","HG03611","female","SAME1839929","BEB","Bengali","SAS","South Asian Ancestry","BEB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"810","HG03616","female","SAME1839955","BEB","Bengali","SAS","South Asian Ancestry","BEB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"689","HG03624","male","SAME1839709","PJL","Punjabi","SAS","South Asian Ancestry","PJL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"691","HG03629","male","SAME1839738","PJL","Punjabi","SAS","South Asian Ancestry","PJL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"693","HG03631","female","SAME1839855","PJL","Punjabi","SAS","South Asian Ancestry","PJL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"695","HG03636","male","SAME1839586","PJL","Punjabi","SAS","South Asian Ancestry","PJL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"854","HG03642","female","SAME1839627","STU","Tamil","SAS","South Asian Ancestry","STU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"771","HG03643","female","SAME1839633","STU","Tamil","SAS","South Asian Ancestry","STU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"775","HG03667","male","SAME1839331","PJL","Punjabi","SAS","South Asian Ancestry","PJL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"870","HG03673","female","SAME1839030","STU","Tamil","SAS","South Asian Ancestry","STU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"777","HG03679","male","SAME1839055","STU","Tamil","SAS","South Asian Ancestry","STU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"872","HG03680","male","SAME1840311","STU","Tamil","SAS","South Asian Ancestry","STU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"779","HG03681","male","SAME1840321","STU","Tamil","SAS","South Asian Ancestry","STU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"874","HG03685","male","SAME1840333","STU","Tamil","SAS","South Asian Ancestry","STU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
